UPC|BARCODE|ARTICLE_NUMBER|BRAND|ENGLISH_NAME|LIST_PRICE|COLOR|SIZE
8528110108|8528110108|8528110108|ANF|DTC TECH LOGO PO|1108|208|118
8528110109|8528110109|8528110109|ANF|DTC TECH LOGO PO|1109|209|119
8528110110|8528110110|8528110110|ANF|DTC TECH LOGO PO|1110|210|120
8528110111|8528110111|8528110111|ANF|DTC TECH LOGO PO|1111|211|121
8528110112|8528110112|8528110112|ANF|DTC TECH LOGO PO|1112|212|122
8528110113|8528110113|8528110113|ANF|DTC TECH LOGO PO|1113|213|123
8528110114|8528110114|8528110114|ANF|DTC TECH LOGO PO|1114|214|124
8528110115|8528110115|8528110115|ANF|DTC TECH LOGO PO|1115|215|125
8528110116|8528110116|8528110116|ANF|DTC TECH LOGO PO|1116|216|126
8528110117|8528110117|8528110117|ANF|DTC TECH LOGO PO|1117|217|127
8528110118|8528110118|8528110118|ANF|DTC TECH LOGO PO|1118|218|128
8528110119|8528110119|8528110119|ANF|DTC TECH LOGO PO|1119|219|129
8528110120|8528110120|8528110120|ANF|DTC TECH LOGO PO|1120|220|130
8528110121|8528110121|8528110121|ANF|DTC TECH LOGO PO|1121|221|131
8528110122|8528110122|8528110122|ANF|DTC TECH LOGO PO|1122|222|132
8528110123|8528110123|8528110123|ANF|DTC TECH LOGO PO|1123|223|133
8528110124|8528110124|8528110124|ANF|DTC TECH LOGO PO|1124|224|134
8528110125|8528110125|8528110125|ANF|DTC TECH LOGO PO|1125|225|135
8528110126|8528110126|8528110126|ANF|DTC TECH LOGO PO|1126|226|136
8528110127|8528110127|8528110127|ANF|DTC TECH LOGO PO|1127|227|137
8528110128|8528110128|8528110128|ANF|DTC TECH LOGO PO|1128|228|138
8528110129|8528110129|8528110129|ANF|DTC TECH LOGO PO|1129|229|139
8528110130|8528110130|8528110130|ANF|DTC TECH LOGO PO|1130|230|140
8528110131|8528110131|8528110131|ANF|DTC TECH LOGO PO|1131|231|141
8528110132|8528110132|8528110132|ANF|DTC TECH LOGO PO|1132|232|142
8528110133|8528110133|8528110133|ANF|DTC TECH LOGO PO|1133|233|143
8528110134|8528110134|8528110134|ANF|DTC TECH LOGO PO|1134|234|144
8528110135|8528110135|8528110135|ANF|DTC TECH LOGO PO|1135|235|145
8528110136|8528110136|8528110136|ANF|DTC TECH LOGO PO|1136|236|146
8528110137|8528110137|8528110137|ANF|DTC TECH LOGO PO|1137|237|147
8528110138|8528110138|8528110138|ANF|DTC TECH LOGO PO|1138|238|148
8528110139|8528110139|8528110139|ANF|DTC TECH LOGO PO|1139|239|149
8528110140|8528110140|8528110140|ANF|DTC TECH LOGO PO|1140|240|150
8528110141|8528110141|8528110141|ANF|DTC TECH LOGO PO|1141|241|151
8528110142|8528110142|8528110142|ANF|DTC TECH LOGO PO|1142|242|152
8528110143|8528110143|8528110143|ANF|DTC TECH LOGO PO|1143|243|153
8528110144|8528110144|8528110144|ANF|DTC TECH LOGO PO|1144|244|154
8528110145|8528110145|8528110145|ANF|DTC TECH LOGO PO|1145|245|155
8528110146|8528110146|8528110146|ANF|DTC TECH LOGO PO|1146|246|156
8528110147|8528110147|8528110147|ANF|DTC TECH LOGO PO|1147|247|157
8528110148|8528110148|8528110148|ANF|DTC TECH LOGO PO|1148|248|158
8528110149|8528110149|8528110149|ANF|DTC TECH LOGO PO|1149|249|159
8528110150|8528110150|8528110150|ANF|DTC TECH LOGO PO|1150|250|160
8528110151|8528110151|8528110151|ANF|DTC TECH LOGO PO|1151|251|161
8528110152|8528110152|8528110152|ANF|DTC TECH LOGO PO|1152|252|162
8528110153|8528110153|8528110153|ANF|DTC TECH LOGO PO|1153|253|163
8528110154|8528110154|8528110154|ANF|DTC TECH LOGO PO|1154|254|164
8528110155|8528110155|8528110155|ANF|DTC TECH LOGO PO|1155|255|165
8528110156|8528110156|8528110156|ANF|DTC TECH LOGO PO|1156|256|166
8528110157|8528110157|8528110157|ANF|DTC TECH LOGO PO|1157|257|167
8528110158|8528110158|8528110158|ANF|DTC TECH LOGO PO|1158|258|168
8528110159|8528110159|8528110159|ANF|DTC TECH LOGO PO|1159|259|169
8528110160|8528110160|8528110160|ANF|DTC TECH LOGO PO|1160|260|170
8528110161|8528110161|8528110161|ANF|DTC TECH LOGO PO|1161|261|171
8528110162|8528110162|8528110162|ANF|DTC TECH LOGO PO|1162|262|172
8528110163|8528110163|8528110163|ANF|DTC TECH LOGO PO|1163|263|173
8528110164|8528110164|8528110164|ANF|DTC TECH LOGO PO|1164|264|174
8528110165|8528110165|8528110165|ANF|DTC TECH LOGO PO|1165|265|175
8528110166|8528110166|8528110166|ANF|DTC TECH LOGO PO|1166|266|176
8528110167|8528110167|8528110167|ANF|DTC TECH LOGO PO|1167|267|177
8528110168|8528110168|8528110168|ANF|DTC TECH LOGO PO|1168|268|178
8528110169|8528110169|8528110169|ANF|DTC TECH LOGO PO|1169|269|179
8528110170|8528110170|8528110170|ANF|DTC TECH LOGO PO|1170|270|180
8528110171|8528110171|8528110171|ANF|DTC TECH LOGO PO|1171|271|181
8528110172|8528110172|8528110172|ANF|DTC TECH LOGO PO|1172|272|182
8528110173|8528110173|8528110173|ANF|DTC TECH LOGO PO|1173|273|183
8528110174|8528110174|8528110174|ANF|DTC TECH LOGO PO|1174|274|184
8528110175|8528110175|8528110175|ANF|DTC TECH LOGO PO|1175|275|185
8528110176|8528110176|8528110176|ANF|DTC TECH LOGO PO|1176|276|186
8528110177|8528110177|8528110177|ANF|DTC TECH LOGO PO|1177|277|187
8528110178|8528110178|8528110178|ANF|DTC TECH LOGO PO|1178|278|188
8528110179|8528110179|8528110179|ANF|DTC TECH LOGO PO|1179|279|189
8528110180|8528110180|8528110180|ANF|DTC TECH LOGO PO|1180|280|190
8528110181|8528110181|8528110181|ANF|DTC TECH LOGO PO|1181|281|191
8528110182|8528110182|8528110182|ANF|DTC TECH LOGO PO|1182|282|192
8528110183|8528110183|8528110183|ANF|DTC TECH LOGO PO|1183|283|193
8528110184|8528110184|8528110184|ANF|DTC TECH LOGO PO|1184|284|194
8528110185|8528110185|8528110185|ANF|DTC TECH LOGO PO|1185|285|195
8528110186|8528110186|8528110186|ANF|DTC TECH LOGO PO|1186|286|196
8528110187|8528110187|8528110187|ANF|DTC TECH LOGO PO|1187|287|197
8528110188|8528110188|8528110188|ANF|DTC TECH LOGO PO|1188|288|198
8528110189|8528110189|8528110189|ANF|DTC TECH LOGO PO|1189|289|199
8528110190|8528110190|8528110190|ANF|DTC TECH LOGO PO|1190|290|200
8528110191|8528110191|8528110191|ANF|DTC TECH LOGO PO|1191|291|201
8528110192|8528110192|8528110192|ANF|DTC TECH LOGO PO|1192|292|202
8528110193|8528110193|8528110193|ANF|DTC TECH LOGO PO|1193|293|203
8528110194|8528110194|8528110194|ANF|DTC TECH LOGO PO|1194|294|204
8528110195|8528110195|8528110195|ANF|DTC TECH LOGO PO|1195|295|205
8528110196|8528110196|8528110196|ANF|DTC TECH LOGO PO|1196|296|206
8528110197|8528110197|8528110197|ANF|DTC TECH LOGO PO|1197|297|207
8528110198|8528110198|8528110198|ANF|DTC TECH LOGO PO|1198|298|208
8528110199|8528110199|8528110199|ANF|DTC TECH LOGO PO|1199|299|209
8528110200|8528110200|8528110200|ANF|DTC TECH LOGO PO|1200|300|210
8528110201|8528110201|8528110201|ANF|DTC TECH LOGO PO|1201|301|211
8528110202|8528110202|8528110202|ANF|DTC TECH LOGO PO|1202|302|212
8528110203|8528110203|8528110203|ANF|DTC TECH LOGO PO|1203|303|213
8528110204|8528110204|8528110204|ANF|DTC TECH LOGO PO|1204|304|214
8528110205|8528110205|8528110205|ANF|DTC TECH LOGO PO|1205|305|215
8528110206|8528110206|8528110206|ANF|DTC TECH LOGO PO|1206|306|216
8528110207|8528110207|8528110207|ANF|DTC TECH LOGO PO|1207|307|217
8528110208|8528110208|8528110208|ANF|DTC TECH LOGO PO|1208|308|218
8528110209|8528110209|8528110209|ANF|DTC TECH LOGO PO|1209|309|219
8528110210|8528110210|8528110210|ANF|DTC TECH LOGO PO|1210|310|220
8528110211|8528110211|8528110211|ANF|DTC TECH LOGO PO|1211|311|221
8528110212|8528110212|8528110212|ANF|DTC TECH LOGO PO|1212|312|222
8528110213|8528110213|8528110213|ANF|DTC TECH LOGO PO|1213|313|223
8528110214|8528110214|8528110214|ANF|DTC TECH LOGO PO|1214|314|224
8528110215|8528110215|8528110215|ANF|DTC TECH LOGO PO|1215|315|225
8528110216|8528110216|8528110216|ANF|DTC TECH LOGO PO|1216|316|226
8528110217|8528110217|8528110217|ANF|DTC TECH LOGO PO|1217|317|227
8528110218|8528110218|8528110218|ANF|DTC TECH LOGO PO|1218|318|228
8528110219|8528110219|8528110219|ANF|DTC TECH LOGO PO|1219|319|229
8528110220|8528110220|8528110220|ANF|DTC TECH LOGO PO|1220|320|230
8528110221|8528110221|8528110221|ANF|DTC TECH LOGO PO|1221|321|231
8528110222|8528110222|8528110222|ANF|DTC TECH LOGO PO|1222|322|232
8528110223|8528110223|8528110223|ANF|DTC TECH LOGO PO|1223|323|233
8528110224|8528110224|8528110224|ANF|DTC TECH LOGO PO|1224|324|234
8528110225|8528110225|8528110225|ANF|DTC TECH LOGO PO|1225|325|235
8528110226|8528110226|8528110226|ANF|DTC TECH LOGO PO|1226|326|236
8528110227|8528110227|8528110227|ANF|DTC TECH LOGO PO|1227|327|237
8528110228|8528110228|8528110228|ANF|DTC TECH LOGO PO|1228|328|238
8528110229|8528110229|8528110229|ANF|DTC TECH LOGO PO|1229|329|239
8528110230|8528110230|8528110230|ANF|DTC TECH LOGO PO|1230|330|240
8528110231|8528110231|8528110231|ANF|DTC TECH LOGO PO|1231|331|241
8528110232|8528110232|8528110232|ANF|DTC TECH LOGO PO|1232|332|242
8528110233|8528110233|8528110233|ANF|DTC TECH LOGO PO|1233|333|243
8528110234|8528110234|8528110234|ANF|DTC TECH LOGO PO|1234|334|244
8528110235|8528110235|8528110235|ANF|DTC TECH LOGO PO|1235|335|245
8528110236|8528110236|8528110236|ANF|DTC TECH LOGO PO|1236|336|246
8528110237|8528110237|8528110237|ANF|DTC TECH LOGO PO|1237|337|247
8528110238|8528110238|8528110238|ANF|DTC TECH LOGO PO|1238|338|248
8528110239|8528110239|8528110239|ANF|DTC TECH LOGO PO|1239|339|249
8528110240|8528110240|8528110240|ANF|DTC TECH LOGO PO|1240|340|250
8528110241|8528110241|8528110241|ANF|DTC TECH LOGO PO|1241|341|251
8528110242|8528110242|8528110242|ANF|DTC TECH LOGO PO|1242|342|252
8528110243|8528110243|8528110243|ANF|DTC TECH LOGO PO|1243|343|253
8528110244|8528110244|8528110244|ANF|DTC TECH LOGO PO|1244|344|254
8528110245|8528110245|8528110245|ANF|DTC TECH LOGO PO|1245|345|255
8528110246|8528110246|8528110246|ANF|DTC TECH LOGO PO|1246|346|256
8528110247|8528110247|8528110247|ANF|DTC TECH LOGO PO|1247|347|257
8528110248|8528110248|8528110248|ANF|DTC TECH LOGO PO|1248|348|258
8528110249|8528110249|8528110249|ANF|DTC TECH LOGO PO|1249|349|259
8528110250|8528110250|8528110250|ANF|DTC TECH LOGO PO|1250|350|260
8528110251|8528110251|8528110251|ANF|DTC TECH LOGO PO|1251|351|261
8528110252|8528110252|8528110252|ANF|DTC TECH LOGO PO|1252|352|262
8528110253|8528110253|8528110253|ANF|DTC TECH LOGO PO|1253|353|263
8528110254|8528110254|8528110254|ANF|DTC TECH LOGO PO|1254|354|264
8528110255|8528110255|8528110255|ANF|DTC TECH LOGO PO|1255|355|265
8528110256|8528110256|8528110256|ANF|DTC TECH LOGO PO|1256|356|266
8528110257|8528110257|8528110257|ANF|DTC TECH LOGO PO|1257|357|267
8528110258|8528110258|8528110258|ANF|DTC TECH LOGO PO|1258|358|268
8528110259|8528110259|8528110259|ANF|DTC TECH LOGO PO|1259|359|269
8528110260|8528110260|8528110260|ANF|DTC TECH LOGO PO|1260|360|270
8528110261|8528110261|8528110261|ANF|DTC TECH LOGO PO|1261|361|271
8528110262|8528110262|8528110262|ANF|DTC TECH LOGO PO|1262|362|272
8528110263|8528110263|8528110263|ANF|DTC TECH LOGO PO|1263|363|273
8528110264|8528110264|8528110264|ANF|DTC TECH LOGO PO|1264|364|274
8528110265|8528110265|8528110265|ANF|DTC TECH LOGO PO|1265|365|275
8528110266|8528110266|8528110266|ANF|DTC TECH LOGO PO|1266|366|276
8528110267|8528110267|8528110267|ANF|DTC TECH LOGO PO|1267|367|277
8528110268|8528110268|8528110268|ANF|DTC TECH LOGO PO|1268|368|278
8528110269|8528110269|8528110269|ANF|DTC TECH LOGO PO|1269|369|279
8528110270|8528110270|8528110270|ANF|DTC TECH LOGO PO|1270|370|280
8528110271|8528110271|8528110271|ANF|DTC TECH LOGO PO|1271|371|281
8528110272|8528110272|8528110272|ANF|DTC TECH LOGO PO|1272|372|282
8528110273|8528110273|8528110273|ANF|DTC TECH LOGO PO|1273|373|283
8528110274|8528110274|8528110274|ANF|DTC TECH LOGO PO|1274|374|284
8528110275|8528110275|8528110275|ANF|DTC TECH LOGO PO|1275|375|285
8528110276|8528110276|8528110276|ANF|DTC TECH LOGO PO|1276|376|286
8528110277|8528110277|8528110277|ANF|DTC TECH LOGO PO|1277|377|287
8528110278|8528110278|8528110278|ANF|DTC TECH LOGO PO|1278|378|288
8528110279|8528110279|8528110279|ANF|DTC TECH LOGO PO|1279|379|289
8528110280|8528110280|8528110280|ANF|DTC TECH LOGO PO|1280|380|290
8528110281|8528110281|8528110281|ANF|DTC TECH LOGO PO|1281|381|291
8528110282|8528110282|8528110282|ANF|DTC TECH LOGO PO|1282|382|292
8528110283|8528110283|8528110283|ANF|DTC TECH LOGO PO|1283|383|293
8528110284|8528110284|8528110284|ANF|DTC TECH LOGO PO|1284|384|294
8528110285|8528110285|8528110285|ANF|DTC TECH LOGO PO|1285|385|295
8528110286|8528110286|8528110286|ANF|DTC TECH LOGO PO|1286|386|296
8528110287|8528110287|8528110287|ANF|DTC TECH LOGO PO|1287|387|297
8528110288|8528110288|8528110288|ANF|DTC TECH LOGO PO|1288|388|298
8528110289|8528110289|8528110289|ANF|DTC TECH LOGO PO|1289|389|299
8528110290|8528110290|8528110290|ANF|DTC TECH LOGO PO|1290|390|300
8528110291|8528110291|8528110291|ANF|DTC TECH LOGO PO|1291|391|301
8528110292|8528110292|8528110292|ANF|DTC TECH LOGO PO|1292|392|302
8528110293|8528110293|8528110293|ANF|DTC TECH LOGO PO|1293|393|303
8528110294|8528110294|8528110294|ANF|DTC TECH LOGO PO|1294|394|304
8528110295|8528110295|8528110295|ANF|DTC TECH LOGO PO|1295|395|305
8528110296|8528110296|8528110296|ANF|DTC TECH LOGO PO|1296|396|306
8528110297|8528110297|8528110297|ANF|DTC TECH LOGO PO|1297|397|307
8528110298|8528110298|8528110298|ANF|DTC TECH LOGO PO|1298|398|308
8528110299|8528110299|8528110299|ANF|DTC TECH LOGO PO|1299|399|309
8528110300|8528110300|8528110300|ANF|DTC TECH LOGO PO|1300|400|310
8528110301|8528110301|8528110301|ANF|DTC TECH LOGO PO|1301|401|311
8528110302|8528110302|8528110302|ANF|DTC TECH LOGO PO|1302|402|312
8528110303|8528110303|8528110303|ANF|DTC TECH LOGO PO|1303|403|313
8528110304|8528110304|8528110304|ANF|DTC TECH LOGO PO|1304|404|314
8528110305|8528110305|8528110305|ANF|DTC TECH LOGO PO|1305|405|315
8528110306|8528110306|8528110306|ANF|DTC TECH LOGO PO|1306|406|316
8528110307|8528110307|8528110307|ANF|DTC TECH LOGO PO|1307|407|317
8528110308|8528110308|8528110308|ANF|DTC TECH LOGO PO|1308|408|318
8528110309|8528110309|8528110309|ANF|DTC TECH LOGO PO|1309|409|319
8528110310|8528110310|8528110310|ANF|DTC TECH LOGO PO|1310|410|320
8528110311|8528110311|8528110311|ANF|DTC TECH LOGO PO|1311|411|321
8528110312|8528110312|8528110312|ANF|DTC TECH LOGO PO|1312|412|322
8528110313|8528110313|8528110313|ANF|DTC TECH LOGO PO|1313|413|323
8528110314|8528110314|8528110314|ANF|DTC TECH LOGO PO|1314|414|324
8528110315|8528110315|8528110315|ANF|DTC TECH LOGO PO|1315|415|325
8528110316|8528110316|8528110316|ANF|DTC TECH LOGO PO|1316|416|326
8528110317|8528110317|8528110317|ANF|DTC TECH LOGO PO|1317|417|327
8528110318|8528110318|8528110318|ANF|DTC TECH LOGO PO|1318|418|328
8528110319|8528110319|8528110319|ANF|DTC TECH LOGO PO|1319|419|329
8528110320|8528110320|8528110320|ANF|DTC TECH LOGO PO|1320|420|330
8528110321|8528110321|8528110321|ANF|DTC TECH LOGO PO|1321|421|331
8528110322|8528110322|8528110322|ANF|DTC TECH LOGO PO|1322|422|332
8528110323|8528110323|8528110323|ANF|DTC TECH LOGO PO|1323|423|333
8528110324|8528110324|8528110324|ANF|DTC TECH LOGO PO|1324|424|334
8528110325|8528110325|8528110325|ANF|DTC TECH LOGO PO|1325|425|335
8528110326|8528110326|8528110326|ANF|DTC TECH LOGO PO|1326|426|336
8528110327|8528110327|8528110327|ANF|DTC TECH LOGO PO|1327|427|337
8528110328|8528110328|8528110328|ANF|DTC TECH LOGO PO|1328|428|338
8528110329|8528110329|8528110329|ANF|DTC TECH LOGO PO|1329|429|339
8528110330|8528110330|8528110330|ANF|DTC TECH LOGO PO|1330|430|340
8528110331|8528110331|8528110331|ANF|DTC TECH LOGO PO|1331|431|341
8528110332|8528110332|8528110332|ANF|DTC TECH LOGO PO|1332|432|342
8528110333|8528110333|8528110333|ANF|DTC TECH LOGO PO|1333|433|343
8528110334|8528110334|8528110334|ANF|DTC TECH LOGO PO|1334|434|344
8528110335|8528110335|8528110335|ANF|DTC TECH LOGO PO|1335|435|345
8528110336|8528110336|8528110336|ANF|DTC TECH LOGO PO|1336|436|346
8528110337|8528110337|8528110337|ANF|DTC TECH LOGO PO|1337|437|347
8528110338|8528110338|8528110338|ANF|DTC TECH LOGO PO|1338|438|348
8528110339|8528110339|8528110339|ANF|DTC TECH LOGO PO|1339|439|349
8528110340|8528110340|8528110340|ANF|DTC TECH LOGO PO|1340|440|350
8528110341|8528110341|8528110341|ANF|DTC TECH LOGO PO|1341|441|351
8528110342|8528110342|8528110342|ANF|DTC TECH LOGO PO|1342|442|352
8528110343|8528110343|8528110343|ANF|DTC TECH LOGO PO|1343|443|353
8528110344|8528110344|8528110344|ANF|DTC TECH LOGO PO|1344|444|354
8528110345|8528110345|8528110345|ANF|DTC TECH LOGO PO|1345|445|355
8528110346|8528110346|8528110346|ANF|DTC TECH LOGO PO|1346|446|356
8528110347|8528110347|8528110347|ANF|DTC TECH LOGO PO|1347|447|357
8528110348|8528110348|8528110348|ANF|DTC TECH LOGO PO|1348|448|358
8528110349|8528110349|8528110349|ANF|DTC TECH LOGO PO|1349|449|359
8528110350|8528110350|8528110350|ANF|DTC TECH LOGO PO|1350|450|360
8528110351|8528110351|8528110351|ANF|DTC TECH LOGO PO|1351|451|361
8528110352|8528110352|8528110352|ANF|DTC TECH LOGO PO|1352|452|362
8528110353|8528110353|8528110353|ANF|DTC TECH LOGO PO|1353|453|363
8528110354|8528110354|8528110354|ANF|DTC TECH LOGO PO|1354|454|364
